,INDEX_TestResults,Input_TotalNumTests,Input_TotalNumIts,Input_RNRangeStart,Input_RNRangeEnd,Input_RNRangeDiv,Input_ModDiv,Val_kthTest,Val_nthIt,Val_RN,Val_A,Val_B,PIVOT_FinalVal_kthTest,PIVOT_FinalVal_nthIt,PIVOT_FinalVal_RN,PIVOT_FinalVal_A,PIVOT_FinalVal_B,PIVOT_ModA,PIVOT_ModB,PIVOT_TestResult
0,[0],10,5,1,100,80,255,[0],[0],[0],[0],[0],5,10,0.7625,3.175,9.45,3.175,9.45,[0]
1,[0],10,5,1,100,80,255,[0],[0],[0],[0],[0],5,10,0.175,6.6,38.4125,6.6,38.4125,[0]
2,[0],10,5,1,100,80,255,[0],[0],[0],[0],[0],5,10,0.9875,9.625,79.2375,9.625,79.2375,[0]
3,[0],10,5,1,100,80,255,[0],[0],[0],[0],[0],5,10,0.7375,13.525,139.6375,13.525,59.6375,[0]
4,[0],10,5,1,100,80,255,[0],[0],[0],[0],[0],5,10,1.2125,17.15,215.9625,17.15,55.9625,[0]
5,[0],10,5,1,100,80,255,[0],[0],[0],[0],[0],5,10,1.1875,22.0375,316.9875,22.0375,76.9875,[0]
6,[0],10,5,1,100,80,255,[0],[0],[0],[0],[0],5,10,0.725,26.075,439.675,26.075,39.675,[0]
7,[0],10,5,1,100,80,255,[0],[0],[0],[0],[0],5,10,0.75,28.375,575.7,28.375,15.7,[0]
8,[0],10,5,1,100,80,255,[0],[0],[0],[0],[0],5,10,0.0625,31.3875,728.0125,31.3875,8.0125,[0]
9,[0],10,5,1,100,80,255,[0],[0],[0],[0],[0],5,10,0.4875,35.0,895.95,35.0,15.95,[0]
