,INDEX_TestResults,Input_TotalNumTests,Input_TotalNumIts,Input_RNRangeStart,Input_RNRangeEnd,Input_RNRangeDiv,Input_ModDiv,Val_kthTest,Val_nthIt,Val_RN,Val_A,Val_B,PIVOT_FinalVal_kthTest,PIVOT_FinalVal_nthIt,PIVOT_FinalVal_RN,PIVOT_FinalVal_A,PIVOT_FinalVal_B,PIVOT_ModA,PIVOT_ModB,PIVOT_TestResult
0,[0],10,5,1,100,80,355,0,0,1.1,1.1,1.1,[0],[0],[0],[0],[0],[0],[0],[0]
1,[0],10,5,1,100,80,355,0,1,1.175,2.275,3.375,[0],[0],[0],[0],[0],[0],[0],[0]
2,[0],10,5,1,100,80,355,0,2,1.075,3.35,6.725,[0],[0],[0],[0],[0],[0],[0],[0]
3,[0],10,5,1,100,80,355,0,3,0.75,4.1,10.825,[0],[0],[0],[0],[0],[0],[0],[0]
4,[0],10,5,1,100,80,355,0,4,0.8125,4.9125,15.7375,[0],[0],[0],[0],[0],[0],[0],[0]
5,[0],10,5,1,100,80,355,1,0,0.6,5.5125,21.25,[0],[0],[0],[0],[0],[0],[0],[0]
6,[0],10,5,1,100,80,355,1,1,0.1625,5.675,26.925,[0],[0],[0],[0],[0],[0],[0],[0]
7,[0],10,5,1,100,80,355,1,2,0.775,6.45,33.375,[0],[0],[0],[0],[0],[0],[0],[0]
8,[0],10,5,1,100,80,355,1,3,1.225,7.675,41.05,[0],[0],[0],[0],[0],[0],[0],[0]
9,[0],10,5,1,100,80,355,1,4,0.525,8.2,49.25,[0],[0],[0],[0],[0],[0],[0],[0]
10,[0],10,5,1,100,80,355,2,0,0.85,9.05,58.3,[0],[0],[0],[0],[0],[0],[0],[0]
11,[0],10,5,1,100,80,355,2,1,0.35,9.4,67.7,[0],[0],[0],[0],[0],[0],[0],[0]
12,[0],10,5,1,100,80,355,2,2,0.8875,10.2875,77.9875,[0],[0],[0],[0],[0],[0],[0],[0]
