,INDEX_TestResults,Input_TotalNumTests,Input_TotalNumIts,Input_RNRangeStart,Input_RNRangeEnd,Input_RNRangeDiv,Input_ModDiv,Val_kthTest,Val_nthIt,Val_RN,Val_A,Val_B,PIVOT_FinalVal_kthTest,PIVOT_FinalVal_nthIt,PIVOT_FinalVal_RN,PIVOT_FinalVal_A,PIVOT_FinalVal_B,PIVOT_ModA,PIVOT_ModB,PIVOT_TestResult
0,[0],10,5,1,100,80,255,[0],[0],[0],[0],[0],5,10,0.8125,2.6375,7.175,2.6375,7.175,[0]
1,[0],10,5,1,100,80,255,[0],[0],[0],[0],[0],5,10,1.15,7.3375,34.125,7.3375,34.125,[0]
2,[0],10,5,1,100,80,255,[0],[0],[0],[0],[0],5,10,0.475,10.3,78.7125,10.3,78.7125,[0]
3,[0],10,5,1,100,80,255,[0],[0],[0],[0],[0],5,10,0.3375,12.9125,138.575,12.9125,58.575,[0]
4,[0],10,5,1,100,80,255,[0],[0],[0],[0],[0],5,10,1.05,17.7125,217.4375,17.7125,57.4375,[0]
5,[0],10,5,1,100,80,255,[0],[0],[0],[0],[0],5,10,0.05,19.6875,311.1,19.6875,71.1,[0]
6,[0],10,5,1,100,80,255,[0],[0],[0],[0],[0],5,10,0.675,22.925,418.8875,22.925,18.8875,[0]
7,[0],10,5,1,100,80,255,[0],[0],[0],[0],[0],5,10,0.1375,25.8125,542.875,25.8125,62.875,[0]
8,[0],10,5,1,100,80,255,[0],[0],[0],[0],[0],5,10,0.9375,29.2625,682.35,29.2625,42.35,[0]
9,[0],10,5,1,100,80,255,[0],[0],[0],[0],[0],5,10,0.3,33.0625,841.925,33.0625,41.925,[0]
