,INDEX_TestResults,Input_TotalNumTests,Input_TotalNumIts,Input_RNRangeStart,Input_RNRangeEnd,Input_RNRangeDiv,Input_ModDiv,Val_kthTest,Val_nthIt,Val_RN,Val_A,Val_B,PIVOT_FinalVal_kthTest,PIVOT_FinalVal_nthIt,PIVOT_FinalVal_RN,PIVOT_FinalVal_A,PIVOT_FinalVal_B,PIVOT_ModA,PIVOT_ModB,PIVOT_TestResult
0,[0],10,5,1,100,80,355,0,0,1.1125,1.1125,1.1125,[0],[0],[0],[0],[0],[0],[0],[0]
1,[0],10,5,1,100,80,355,0,1,0.1625,1.275,2.3875,[0],[0],[0],[0],[0],[0],[0],[0]
2,[0],10,5,1,100,80,355,0,2,1.0875,2.3625,4.75,[0],[0],[0],[0],[0],[0],[0],[0]
3,[0],10,5,1,100,80,355,0,3,0.3625,2.725,7.475,[0],[0],[0],[0],[0],[0],[0],[0]
4,[0],10,5,1,100,80,355,0,4,0.625,3.35,10.825,[0],[0],[0],[0],[0],[0],[0],[0]
5,[0],10,5,1,100,80,355,1,0,0.3375,3.6875,14.5125,[0],[0],[0],[0],[0],[0],[0],[0]
6,[0],10,5,1,100,80,355,1,1,0.3875,4.075,18.5875,[0],[0],[0],[0],[0],[0],[0],[0]
7,[0],10,5,1,100,80,355,1,2,1.125,5.2,23.7875,[0],[0],[0],[0],[0],[0],[0],[0]
8,[0],10,5,1,100,80,355,1,3,0.1125,5.3125,29.1,[0],[0],[0],[0],[0],[0],[0],[0]
9,[0],10,5,1,100,80,355,1,4,1.0875,6.4,35.5,[0],[0],[0],[0],[0],[0],[0],[0]
10,[0],10,5,1,100,80,355,2,0,1.2375,7.6375,43.1375,[0],[0],[0],[0],[0],[0],[0],[0]
11,[0],10,5,1,100,80,355,2,1,0.5875,8.225,51.3625,[0],[0],[0],[0],[0],[0],[0],[0]
12,[0],10,5,1,100,80,355,2,2,0.3,8.525,59.8875,[0],[0],[0],[0],[0],[0],[0],[0]
13,[0],10,5,1,100,80,355,2,3,0.3,8.825,68.7125,[0],[0],[0],[0],[0],[0],[0],[0]
14,[0],10,5,1,100,80,355,2,4,1.05,9.875,78.5875,[0],[0],[0],[0],[0],[0],[0],[0]
15,[0],10,5,1,100,80,355,3,0,0.225,10.1,88.6875,[0],[0],[0],[0],[0],[0],[0],[0]
16,[0],10,5,1,100,80,355,3,1,0.9875,11.0875,99.775,[0],[0],[0],[0],[0],[0],[0],[0]
