,INDEX_TestResults,Input_TotalNumTests,Input_TotalNumIts,Input_RNRangeStart,Input_RNRangeEnd,Input_RNRangeDiv,Input_ModDiv,Val_kthTest,Val_nthIt,Val_RN,Val_A,Val_B,PIVOT_FinalVal_kthTest,PIVOT_FinalVal_nthIt,PIVOT_FinalVal_RN,PIVOT_FinalVal_A,PIVOT_FinalVal_B,PIVOT_ModA,PIVOT_ModB,PIVOT_TestResult
0,[0],10,5,1,100,80,255,[0],[0],[0],[0],[0],5,10,1.0125,3.95,12.0125,3.95,12.0125,[0]
1,[0],10,5,1,100,80,255,[0],[0],[0],[0],[0],5,10,0.8,7.6875,42.025,7.6875,42.025,[0]
2,[0],10,5,1,100,80,255,[0],[0],[0],[0],[0],5,10,0.8625,11.6625,92.225,11.6625,12.225,[0]
3,[0],10,5,1,100,80,255,[0],[0],[0],[0],[0],5,10,0.075,13.7875,157.2,13.7875,77.2,[0]
4,[0],10,5,1,100,80,255,[0],[0],[0],[0],[0],5,10,0.6375,17.4875,236.1,17.4875,76.1,[0]
5,[0],10,5,1,100,80,255,[0],[0],[0],[0],[0],5,10,1.0625,21.8875,335.775,21.8875,15.775,[0]
6,[0],10,5,1,100,80,255,[0],[0],[0],[0],[0],5,10,0.3625,25.15,455.1875,25.15,55.1875,[0]
7,[0],10,5,1,100,80,255,[0],[0],[0],[0],[0],5,10,0.9875,27.7625,588.0,27.7625,28.0,[0]
8,[0],10,5,1,100,80,255,[0],[0],[0],[0],[0],5,10,1.2,31.8625,738.75,31.8625,18.75,[0]
9,[0],10,5,1,100,80,255,[0],[0],[0],[0],[0],5,10,1.1625,35.675,907.7875,35.675,27.7875,[0]
