,INDEX_TestResults,Input_TotalNumTests,Input_TotalNumIts,Input_RNRangeStart,Input_RNRangeEnd,Input_RNRangeDiv,Input_ModDiv,Val_kthTest,Val_nthIt,Val_RN,Val_A,Val_B,PIVOT_FinalVal_kthTest,PIVOT_FinalVal_nthIt,PIVOT_FinalVal_RN,PIVOT_FinalVal_A,PIVOT_FinalVal_B,PIVOT_ModA,PIVOT_ModB,PIVOT_TestResult
0,[0],10,5,1,100,80,255,[0],[0],[0],[0],[0],5,10,0.55,2.0625,5.525,2.0625,5.525,[0]
1,[0],10,5,1,100,80,255,[0],[0],[0],[0],[0],5,10,0.0125,4.25,23.3125,4.25,23.3125,[0]
2,[0],10,5,1,100,80,255,[0],[0],[0],[0],[0],5,10,0.25,6.6,51.3125,6.6,51.3125,[0]
3,[0],10,5,1,100,80,255,[0],[0],[0],[0],[0],5,10,1.225,10.7625,95.2125,10.7625,15.2125,[0]
4,[0],10,5,1,100,80,255,[0],[0],[0],[0],[0],5,10,0.9,13.9125,157.925,13.9125,77.925,[0]
5,[0],10,5,1,100,80,255,[0],[0],[0],[0],[0],5,10,1.175,17.2875,236.3,17.2875,76.3,[0]
6,[0],10,5,1,100,80,255,[0],[0],[0],[0],[0],5,10,0.5625,21.0125,333.5375,21.0125,13.5375,[0]
7,[0],10,5,1,100,80,255,[0],[0],[0],[0],[0],5,10,1.15,25.275,450.6,25.275,50.6,[0]
8,[0],10,5,1,100,80,255,[0],[0],[0],[0],[0],5,10,0.675,27.85,585.6375,27.85,25.6375,[0]
9,[0],10,5,1,100,80,255,[0],[0],[0],[0],[0],5,10,1.175,31.5125,734.025,31.5125,14.025,[0]
