,INDEX_TestResults,Input_TotalNumTests,Input_TotalNumIts,Input_RNRangeStart,Input_RNRangeEnd,Input_RNRangeDiv,Input_ModDiv,Val_kthTest,Val_nthIt,Val_RN,Val_A,Val_B,PIVOT_FinalVal_kthTest,PIVOT_FinalVal_nthIt,PIVOT_FinalVal_RN,PIVOT_FinalVal_A,PIVOT_FinalVal_B,PIVOT_ModA,PIVOT_ModB,PIVOT_TestResult
0,[0],10,5,1,100,80,355,[0],[0],[0],[0],[0],5,10,0.625,3.35,10.825,3.35,10.825,[0]
1,[0],10,5,1,100,80,355,[0],[0],[0],[0],[0],5,10,1.0875,6.4,35.5,6.4,35.5,[0]
2,[0],10,5,1,100,80,355,[0],[0],[0],[0],[0],5,10,1.05,9.875,78.5875,9.875,78.5875,[0]
3,[0],10,5,1,100,80,355,[0],[0],[0],[0],[0],5,10,0.8125,13.8125,138.8375,13.8125,58.8375,[0]
4,[0],10,5,1,100,80,355,[0],[0],[0],[0],[0],5,10,1.05,18.075,219.9,18.075,59.9,[0]
5,[0],10,5,1,100,80,355,[0],[0],[0],[0],[0],5,10,0.3875,19.1375,312.3,19.1375,72.3,[0]
6,[0],10,5,1,100,80,355,[0],[0],[0],[0],[0],5,10,1.125,22.3625,416.8375,22.3625,16.8375,[0]
7,[0],10,5,1,100,80,355,[0],[0],[0],[0],[0],5,10,0.3125,26.5875,542.5375,26.5875,62.5375,[0]
8,[0],10,5,1,100,80,355,[0],[0],[0],[0],[0],5,10,0.5625,29.8875,686.7125,29.8875,46.7125,[0]
9,[0],10,5,1,100,80,355,[0],[0],[0],[0],[0],5,10,0.6125,32.775,844.475,32.775,44.475,[0]
