,INDEX_TestResults,Input_TotalNumTests,Input_TotalNumIts,Input_RNRangeStart,Input_RNRangeEnd,Input_RNRangeDiv,Input_ModDiv,Val_kthTest,Val_nthIt,Val_RN,Val_A,Val_B,PIVOT_FinalVal_kthTest,PIVOT_FinalVal_nthIt,PIVOT_FinalVal_RN,PIVOT_FinalVal_A,PIVOT_FinalVal_B,PIVOT_ModA,PIVOT_ModB,PIVOT_TestResult
0,[0],10,5,1,100,80,255,[0],[0],[0],[0],[0],5,10,0.6375,2.6875,8.625,2.6875,8.625,[0]
1,[0],10,5,1,100,80,255,[0],[0],[0],[0],[0],5,10,0.9375,4.4875,25.8125,4.4875,25.8125,[0]
2,[0],10,5,1,100,80,255,[0],[0],[0],[0],[0],5,10,0.375,7.2125,56.425,7.2125,56.425,[0]
3,[0],10,5,1,100,80,255,[0],[0],[0],[0],[0],5,10,0.55,10.0875,102.45,10.0875,22.45,[0]
4,[0],10,5,1,100,80,255,[0],[0],[0],[0],[0],5,10,0.3,12.475,159.3625,12.475,79.3625,[0]
5,[0],10,5,1,100,80,255,[0],[0],[0],[0],[0],5,10,0.4625,16.0,233.5,16.0,73.5,[0]
6,[0],10,5,1,100,80,255,[0],[0],[0],[0],[0],5,10,0.85,19.475,322.5375,19.475,2.5375,[0]
7,[0],10,5,1,100,80,255,[0],[0],[0],[0],[0],5,10,1.0625,22.6,428.8875,22.6,28.8875,[0]
8,[0],10,5,1,100,80,255,[0],[0],[0],[0],[0],5,10,0.05,25.575,552.075,25.575,72.075,[0]
9,[0],10,5,1,100,80,255,[0],[0],[0],[0],[0],5,10,1.1375,29.6625,692.325,29.6625,52.325,[0]
