,INDEX_TestResults,Input_TotalNumTests,Input_TotalNumIts,Input_RNRangeStart,Input_RNRangeEnd,Input_RNRangeDiv,Input_ModDiv,Val_kthTest,Val_nthIt,Val_RN,Val_A,Val_B,PIVOT_FinalVal_kthTest,PIVOT_FinalVal_nthIt,PIVOT_FinalVal_RN,PIVOT_FinalVal_A,PIVOT_FinalVal_B,PIVOT_ModA,PIVOT_ModB,PIVOT_TestResult
0,[0],10,5,1,100,80,255,0,0,0.4,0.4,0.4,[0],[0],[0],[0],[0],[0],[0],[0]
1,[0],10,5,1,100,80,255,0,1,0.1375,0.5375,0.9375,[0],[0],[0],[0],[0],[0],[0],[0]
2,[0],10,5,1,100,80,255,0,2,0.475,1.0125,1.95,[0],[0],[0],[0],[0],[0],[0],[0]
3,[0],10,5,1,100,80,255,0,3,0.5,1.5125,3.4625,[0],[0],[0],[0],[0],[0],[0],[0]
4,[0],10,5,1,100,80,255,0,4,0.55,2.0625,5.525,[0],[0],[0],[0],[0],[0],[0],[0]
5,[0],10,5,1,100,80,255,1,0,0.75,2.8125,8.3375,[0],[0],[0],[0],[0],[0],[0],[0]
6,[0],10,5,1,100,80,255,1,1,0.075,2.8875,11.225,[0],[0],[0],[0],[0],[0],[0],[0]
7,[0],10,5,1,100,80,255,1,2,0.7125,3.6,14.825,[0],[0],[0],[0],[0],[0],[0],[0]
8,[0],10,5,1,100,80,255,1,3,0.6375,4.2375,19.0625,[0],[0],[0],[0],[0],[0],[0],[0]
9,[0],10,5,1,100,80,255,1,4,0.0125,4.25,23.3125,[0],[0],[0],[0],[0],[0],[0],[0]
10,[0],10,5,1,100,80,255,2,0,0.4125,4.6625,27.975,[0],[0],[0],[0],[0],[0],[0],[0]
11,[0],10,5,1,100,80,255,2,1,0.325,4.9875,32.9625,[0],[0],[0],[0],[0],[0],[0],[0]
12,[0],10,5,1,100,80,255,2,2,0.4125,5.4,38.3625,[0],[0],[0],[0],[0],[0],[0],[0]
13,[0],10,5,1,100,80,255,2,3,0.95,6.35,44.7125,[0],[0],[0],[0],[0],[0],[0],[0]
14,[0],10,5,1,100,80,255,2,4,0.25,6.6,51.3125,[0],[0],[0],[0],[0],[0],[0],[0]
15,[0],10,5,1,100,80,255,3,0,0.525,7.125,58.4375,[0],[0],[0],[0],[0],[0],[0],[0]
16,[0],10,5,1,100,80,255,3,1,0.6,7.725,66.1625,[0],[0],[0],[0],[0],[0],[0],[0]
17,[0],10,5,1,100,80,255,3,2,1.025,8.75,74.9125,[0],[0],[0],[0],[0],[0],[0],[0]
18,[0],10,5,1,100,80,255,3,3,0.7875,9.5375,84.45,[0],[0],[0],[0],[0],[0],[0],[0]
19,[0],10,5,1,100,80,255,3,4,1.225,10.7625,95.2125,[0],[0],[0],[0],[0],[0],[0],[0]
20,[0],10,5,1,100,80,255,4,0,0.55,11.3125,106.525,[0],[0],[0],[0],[0],[0],[0],[0]
21,[0],10,5,1,100,80,255,4,1,0.675,11.9875,118.5125,[0],[0],[0],[0],[0],[0],[0],[0]
22,[0],10,5,1,100,80,255,4,2,0.5,12.4875,131.0,[0],[0],[0],[0],[0],[0],[0],[0]
23,[0],10,5,1,100,80,255,4,3,0.525,13.0125,144.0125,[0],[0],[0],[0],[0],[0],[0],[0]
24,[0],10,5,1,100,80,255,4,4,0.9,13.9125,157.925,[0],[0],[0],[0],[0],[0],[0],[0]
25,[0],10,5,1,100,80,255,5,0,0.7,14.6125,172.5375,[0],[0],[0],[0],[0],[0],[0],[0]
26,[0],10,5,1,100,80,255,5,1,0.2375,14.85,187.3875,[0],[0],[0],[0],[0],[0],[0],[0]
27,[0],10,5,1,100,80,255,5,2,0.6625,15.5125,202.9,[0],[0],[0],[0],[0],[0],[0],[0]
28,[0],10,5,1,100,80,255,5,3,0.6,16.1125,219.0125,[0],[0],[0],[0],[0],[0],[0],[0]
