,INDEX_TestResults,Input_TotalNumTests,Input_TotalNumIts,Input_RNRangeStart,Input_RNRangeEnd,Input_RNRangeDiv,Input_ModDiv,Val_kthTest,Val_nthIt,Val_RN,Val_A,Val_B,PIVOT_FinalVal_kthTest,PIVOT_FinalVal_nthIt,PIVOT_FinalVal_RN,PIVOT_FinalVal_A,PIVOT_FinalVal_B,PIVOT_ModA,PIVOT_ModB,PIVOT_TestResult
0,[0],10,5,1,100,80,255,[0],[0],[0],[0],[0],5,10,0.275,2.575,8.4125,2.575,8.4125,[0]
1,[0],10,5,1,100,80,255,[0],[0],[0],[0],[0],5,10,0.6875,6.2125,32.2625,6.2125,32.2625,[0]
2,[0],10,5,1,100,80,255,[0],[0],[0],[0],[0],5,10,0.5625,9.0375,72.825,9.0375,72.825,[0]
3,[0],10,5,1,100,80,255,[0],[0],[0],[0],[0],5,10,0.7125,12.1875,126.4875,12.1875,46.4875,[0]
4,[0],10,5,1,100,80,255,[0],[0],[0],[0],[0],5,10,0.6125,15.0875,196.5,15.0875,36.5,[0]
5,[0],10,5,1,100,80,255,[0],[0],[0],[0],[0],5,10,0.2,17.7125,281.6625,17.7125,41.6625,[0]
6,[0],10,5,1,100,80,255,[0],[0],[0],[0],[0],5,10,0.75,22.3375,385.475,22.3375,65.475,[0]
7,[0],10,5,1,100,80,255,[0],[0],[0],[0],[0],5,10,0.5375,25.725,508.225,25.725,28.225,[0]
8,[0],10,5,1,100,80,255,[0],[0],[0],[0],[0],5,10,1.175,29.1,645.6125,29.1,5.6125,[0]
9,[0],10,5,1,100,80,255,[0],[0],[0],[0],[0],5,10,1.1875,32.7125,800.8,32.7125,0.8,[0]
